iter	AUC	CrossEntropy	Accuracy
611	0.8008117975	0.4436952005	0.7977257818
612	0.8007786139	0.4436929559	0.7976164443
613	0.8009155085	0.4436026559	0.7977257818
614	0.800946506	0.4435913215	0.7977804505
615	0.8009893315	0.4435708934	0.7976711131
616	0.8011132561	0.4434741979	0.7976711131
617	0.8012329226	0.4433978081	0.7977804505
618	0.8013041515	0.4433435665	0.7977804505
619	0.8013429147	0.4433160825	0.7977257818
620	0.8013214775	0.4433088963	0.7976711131
621	0.8013918254	0.4432615219	0.7977804505
622	0.8014266404	0.4432031399	0.7977804505
623	0.8015596359	0.4430825031	0.798053794
624	0.801559799	0.4430823038	0.798053794
625	0.8015374156	0.4430648521	0.798053794
626	0.8015694246	0.4430312143	0.7979991253
627	0.801720839	0.4429367759	0.7982178001
628	0.8018021013	0.4428894844	0.798053794
629	0.8019545926	0.4428042614	0.7981631314
630	0.8020223628	0.442764653	0.7981084627
631	0.8020711757	0.4427388087	0.7981631314
632	0.8021209674	0.4427112436	0.798053794
633	0.8022079397	0.4426583095	0.7981631314
634	0.8024490674	0.4425058342	0.7982178001
635	0.8024989733	0.4424743174	0.7981084627
636	0.8025945108	0.4424194453	0.7983271375
637	0.8027146341	0.4423580111	0.7982724688
638	0.8027634796	0.4423288768	0.7983271375
639	0.8029954875	0.4422008968	0.7982724688
640	0.8030741721	0.442145822	0.7984911437
641	0.8031821085	0.4420694756	0.7982724688
642	0.8031870681	0.4420593949	0.798436475
643	0.8032348206	0.4420255135	0.7984911437
644	0.8034273801	0.4419161519	0.798436475
645	0.8035076146	0.4418594261	0.7985458124
646	0.8036339864	0.4417639214	0.7986004811
647	0.8036532374	0.4417560794	0.7986004811
648	0.8037834594	0.4416636873	0.7987098185
649	0.8037894142	0.4416630469	0.7987644872
650	0.8039081018	0.4415856248	0.7987098185
651	0.8039146276	0.4415819839	0.7986551498
652	0.8040358603	0.4415238541	0.7987098185
653	0.8040365129	0.4415227025	0.7987098185
654	0.8040373287	0.4415226286	0.7987098185
655	0.8040901712	0.4414712945	0.7987098185
656	0.8041016729	0.4414422599	0.7987098185
657	0.804114235	0.441402121	0.7987098185
658	0.8041794112	0.441358512	0.7987098185
659	0.8042203279	0.4413575142	0.7987098185
660	0.8043913687	0.4412578585	0.7986551498
661	0.8044192174	0.4412160099	0.7987098185
662	0.8045016707	0.4411660838	0.7987098185
663	0.8045873869	0.4411117649	0.7988738246
664	0.8049754099	0.4408830127	0.7985458124
665	0.8049775471	0.4408821426	0.7985458124
666	0.8052424123	0.4407193179	0.7986551498
667	0.8055087458	0.4406120233	0.7989284933
668	0.8055375245	0.4405973593	0.7990378307
669	0.8056211197	0.4405549489	0.7990378307
670	0.8056715803	0.4405260047	0.798983162
671	0.8056850235	0.4405127835	0.7990378307
672	0.8056709114	0.4405120541	0.7990378307
673	0.8056605028	0.4405087369	0.7990378307
674	0.8057243739	0.4404719244	0.7989284933
675	0.8058590987	0.4403912371	0.798983162
676	0.8059144373	0.4403366577	0.7990378307
677	0.8059974127	0.4402852601	0.7991471682
678	0.8060761299	0.4402043903	0.7993111743
679	0.8060982197	0.4401901114	0.7993111743
680	0.8062152433	0.4401242075	0.799365843
681	0.8063219235	0.4400677538	0.7993111743
682	0.8064739416	0.4399838914	0.7993111743
683	0.8065308954	0.439948146	0.7994205117
684	0.806565743	0.4399277009	0.7994751804
685	0.80660927	0.4399085256	0.7995298491
686	0.8067616634	0.439826624	0.7994205117
687	0.8068676257	0.4397599583	0.7994751804
688	0.8068857511	0.4397456415	0.7994205117
689	0.807006217	0.4396719637	0.7993111743
690	0.8070223194	0.4396646243	0.7994205117
691	0.807031015	0.4396602631	0.7993111743
692	0.8071206303	0.4395960836	0.7994751804
693	0.8074413399	0.4393805841	0.798983162
694	0.8075583472	0.4393167842	0.7989284933
695	0.8076999893	0.4392372468	0.798983162
696	0.8078397879	0.4391642459	0.798983162
697	0.8079095811	0.4391199053	0.7989284933
698	0.8079289627	0.4391066211	0.7989284933
699	0.808010796	0.4390574582	0.7989284933
700	0.8081664359	0.4389607693	0.798983162
701	0.8082084946	0.4389308518	0.7989284933
702	0.8082712889	0.4388969598	0.7989284933
703	0.8083597948	0.4388163193	0.7990924995
704	0.8083674953	0.4388117064	0.7990924995
705	0.8085372145	0.4387030855	0.7992565056
706	0.8085375245	0.4387029028	0.7993111743
707	0.8086683175	0.4386141743	0.7993111743
708	0.8086674365	0.4386138926	0.7993111743
709	0.8087313076	0.438580724	0.799365843
710	0.8087538542	0.4385701074	0.7992565056
711	0.8087953745	0.4385308498	0.799365843
712	0.8088336319	0.4385107731	0.7994751804
713	0.8090482323	0.4383845122	0.799365843
714	0.8090776962	0.4383702385	0.7994205117
715	0.8090826558	0.438350246	0.7992565056
716	0.8090811059	0.4383500281	0.7992565056
717	0.8092016697	0.4382708319	0.7992018369
718	0.8093238976	0.4381927791	0.799365843
719	0.8093668862	0.4381621882	0.7995845178
720	0.8095164245	0.4380783264	0.7996391865
721	0.8096261882	0.4380233013	0.7997485239
722	0.8096645271	0.4380107818	0.7997485239
723	0.8096653266	0.4380021224	0.7995845178
724	0.8096742669	0.4379990054	0.7995845178
725	0.809682783	0.437993761	0.7996391865
726	0.8097739319	0.4379302557	0.7996938552
727	0.809858506	0.4378917249	0.7997485239
728	0.8098627315	0.4378836592	0.7998578614
729	0.8098729933	0.437878069	0.7998578614
730	0.8099725441	0.4378093118	0.7999671988
731	0.8100016491	0.4377891661	0.7999125301
732	0.8100510819	0.4377565734	0.7995845178
733	0.810067429	0.4377438205	0.7998031927
734	0.8101175959	0.4376932508	0.7999125301
735	0.8101246764	0.4376878175	0.8000765362
736	0.8101389842	0.4376804988	0.8000218675
737	0.8101715152	0.4376617693	0.7999125301
738	0.8102240477	0.4376391445	0.7999125301
739	0.8102670363	0.4376099791	0.7999671988
740	0.8103838315	0.4375451371	0.7998031927
741	0.8104368046	0.4375144468	0.7999671988
742	0.8105362901	0.4374575894	0.8000218675
743	0.8108619919	0.4372656496	0.8000765362
744	0.8108693171	0.4372612237	0.7999671988
745	0.8110066359	0.4371633408	0.8001312049
746	0.8110247449	0.4371498463	0.8000765362
747	0.8110980784	0.4370780367	0.8001312049
748	0.811124312	0.4370665415	0.8001312049
749	0.8111638583	0.4370446424	0.8001858736
750	0.8111910871	0.4370370536	0.8001312049
751	0.8112374202	0.4370034672	0.8001858736
752	0.8113344586	0.4369492691	0.8001858736
753	0.8114157372	0.4368766064	0.800295211
754	0.8114263253	0.4368651809	0.800295211
755	0.8114713695	0.4368343694	0.8004592171
756	0.8114970158	0.4368183198	0.8004045484
757	0.8117487478	0.4367068182	0.8005685546
758	0.8118915809	0.4366208059	0.8005138859
759	0.811871661	0.4366147084	0.8005138859
760	0.8119959445	0.4365114065	0.8007325607
761	0.8120244948	0.4364896136	0.8007325607
762	0.8120784793	0.4364437028	0.8008418981
763	0.8120766684	0.4364417848	0.8007872294
764	0.8121714554	0.4363911719	0.8008418981
765	0.8125190023	0.436216418	0.800677892
766	0.8125144995	0.4362157493	0.800677892
767	0.8125894318	0.4361634472	0.800677892
768	0.8126112605	0.4361514366	0.800677892
769	0.8126131856	0.4361513366	0.800677892
770	0.8126773177	0.4361058694	0.8008418981
771	0.8127144494	0.43605605	0.8007325607
772	0.8126962262	0.4359998108	0.800677892
773	0.812717696	0.4359941732	0.8007325607
774	0.812756867	0.4359663343	0.8008418981
775	0.8127967396	0.4359375853	0.8008965668
776	0.8128000188	0.4359356669	0.8008965668
777	0.8128366937	0.4359120107	0.8007872294
778	0.8129186575	0.4358570751	0.8008965668
779	0.8129174829	0.4358567037	0.8008965668
780	0.8130331523	0.4358008596	0.8009512355
781	0.8131583984	0.435703108	0.8008965668
782	0.8131609924	0.4357030271	0.8008965668
783	0.8131921367	0.4356911106	0.8008418981
784	0.8132962882	0.4356340398	0.8008965668
785	0.8133531604	0.4356197568	0.8011152416
786	0.8133795082	0.4355975058	0.8011699103
787	0.8133904063	0.435589041	0.8011699103
788	0.8134424494	0.4355621185	0.8012245791
789	0.813488081	0.4355365436	0.8012792478
790	0.8134861395	0.4355357487	0.8012245791
791	0.8135516747	0.4354919725	0.8012792478
792	0.813541935	0.4354868159	0.8012792478
793	0.8135419676	0.4354737353	0.8012245791
794	0.813631175	0.4354162359	0.8010059042
795	0.8136577676	0.4354038899	0.8010059042
796	0.8136840665	0.4353909119	0.8010059042
797	0.8136948177	0.4353862635	0.8011152416
798	0.813782769	0.4353168241	0.8013885852
799	0.8140138143	0.435157474	0.8015525913
800	0.814005967	0.4351510099	0.8014979226
801	0.8141210655	0.4350729851	0.80160726
802	0.8142186912	0.4350102633	0.8017165974
803	0.8142222804	0.4350087177	0.8016619287
804	0.8142102403	0.4350080024	0.8016619287
805	0.8143481628	0.4349057519	0.8017165974
806	0.8143437742	0.4349053229	0.8017165974
807	0.814460341	0.4348262075	0.8018806035
808	0.814585946	0.4347529938	0.8018259348
809	0.8146546461	0.4346991521	0.8017165974
810	0.8146795094	0.4346900134	0.8017712661
811	0.8150202857	0.4345136529	0.8017165974
812	0.8151414369	0.4344323672	0.8016619287
813	0.8151957966	0.4344183512	0.8017165974
814	0.8153167846	0.4343432252	0.8017165974
815	0.8153549278	0.4343119185	0.8018259348
816	0.8154299091	0.4342698851	0.8016619287
817	0.8155177624	0.4342114828	0.8018806035
818	0.8156467608	0.4341216466	0.8020446097
819	0.8157931994	0.4340283328	0.8018259348
820	0.8158331698	0.4340178804	0.8017712661
821	0.8159547125	0.4339398206	0.8018806035
822	0.8161140884	0.4338398482	0.8020446097
823	0.8161296361	0.4338391794	0.8020446097
824	0.8161925773	0.433767018	0.8020446097
825	0.8162723223	0.4337204444	0.8018259348
826	0.8162716534	0.4337203989	0.8018259348
827	0.8164039637	0.4336324767	0.8022632845
828	0.8164212081	0.4336196196	0.8022632845
829	0.8164162322	0.433618869	0.8021539471
830	0.8164589271	0.4335824595	0.8022086158
831	0.816471065	0.4335742086	0.8023179532
832	0.8165039387	0.433548549	0.8023726219
833	0.816659546	0.4334573355	0.8024272906
834	0.8167921662	0.433360524	0.8022086158
835	0.8168181714	0.433348616	0.8022632845
836	0.8168181061	0.433338235	0.8020992784
837	0.8169707605	0.4332702957	0.8024272906
838	0.8170623662	0.4332191447	0.8023726219
839	0.8170841786	0.4332109615	0.8021539471
840	0.8170781749	0.4331833727	0.8021539471
841	0.8171137894	0.4331636771	0.8020446097
842	0.8171206741	0.4331621518	0.8020446097
843	0.817161346	0.4330912798	0.8021539471
844	0.8173330393	0.4329964606	0.8023179532
845	0.81751165	0.4328610092	0.8023179532
846	0.817519122	0.4328601064	0.8023179532
847	0.817629163	0.4327474886	0.802536628
848	0.8176756266	0.432726197	0.8026459654
849	0.8176850237	0.4327143297	0.802536628
850	0.8176895102	0.4327109922	0.8026459654
851	0.8177183868	0.432685005	0.8027006342
852	0.8177886042	0.4326341265	0.8025912967
853	0.8178830812	0.4325795081	0.8026459654
854	0.817916689	0.432551754	0.8027006342
855	0.8179501826	0.4325175998	0.802536628
856	0.81795524	0.4325162013	0.8024819593
857	0.8181205055	0.4324180845	0.8026459654
858	0.818151454	0.4324096508	0.8024819593
859	0.8182228461	0.4323745769	0.802536628
860	0.8182264026	0.4323719598	0.8024819593
861	0.8183644882	0.4322880339	0.802536628
862	0.818537242	0.4322518685	0.8026459654
863	0.8185498857	0.4322493863	0.8025912967
864	0.8186484413	0.4321829128	0.8026459654
865	0.8187004191	0.4321639422	0.8026459654
866	0.8187176472	0.4321527184	0.8026459654
867	0.8188140004	0.4320725927	0.8025912967
868	0.818944516	0.4319810074	0.8029739777
869	0.8190047653	0.4319412072	0.802919309
870	0.8191747946	0.4318595309	0.8028099716
871	0.819193442	0.4318409427	0.8027553029
872	0.8193307771	0.4317631351	0.8027553029
873	0.8193303529	0.4317627514	0.8027553029
874	0.819391108	0.4317287192	0.8028099716
875	0.8195866204	0.4315813681	0.8028099716
876	0.819604501	0.4315687056	0.8028646403
877	0.8197921825	0.4314548243	0.8030286464
878	0.820133122	0.4312587458	0.8035206648
879	0.8201383427	0.4312470853	0.8034659961
880	0.8202106973	0.4312055271	0.8035206648
881	0.8203070341	0.4311436703	0.8034113274
882	0.8203404298	0.4311223888	0.8033566586
883	0.8203427628	0.4311161702	0.8034113274
884	0.8204260807	0.4310675686	0.8034113274
885	0.8205984266	0.4309547143	0.8035753335
886	0.8206344327	0.4309327138	0.8035753335
887	0.8206310556	0.4309283096	0.8034659961
888	0.8206724616	0.4309080452	0.8035206648
889	0.8206956119	0.4308917026	0.8035206648
890	0.8207318952	0.4308747649	0.8034659961
891	0.8208545636	0.4307942246	0.803848677
892	0.8209335908	0.4307503127	0.8039033457
893	0.8210103503	0.4306933723	0.8039033457
894	0.8211513072	0.4305775143	0.8039033457
895	0.821146935	0.4305767636	0.8037940083
896	0.8211518619	0.4305708269	0.8039033457
897	0.821261544	0.4305028756	0.8035753335
898	0.8212612993	0.4305004918	0.8036300022
899	0.8213760552	0.4304247433	0.8035206648
900	0.8213748316	0.4304232964	0.8035206648
901	0.8214373323	0.430378798	0.8035753335
902	0.8216468589	0.4302548893	0.8036846709
903	0.8216597962	0.4302472053	0.8036300022
904	0.8218156645	0.4301472719	0.8037393396
905	0.8218084862	0.4301424246	0.8039033457
906	0.8219127519	0.4300636563	0.8037940083
907	0.821916341	0.4300593548	0.803848677
908	0.8220028403	0.4300007052	0.803848677
909	0.8220669398	0.4299505674	0.803848677
910	0.8221224416	0.4299123811	0.803848677
911	0.8221320671	0.4299040017	0.8037940083
912	0.8221771276	0.4298874998	0.8037940083
913	0.8222758464	0.4298149815	0.8037940083
914	0.8223534379	0.4297575232	0.8037393396
915	0.8223892155	0.4297431037	0.8039033457
916	0.822530254	0.4296382572	0.8041220206
917	0.8225567161	0.4296200887	0.8039033457
918	0.8226110269	0.4295888549	0.8039580144
919	0.8226275861	0.4295778199	0.8039580144
920	0.8226343402	0.4295775949	0.8040126831
921	0.8227206274	0.4295225944	0.8039580144
922	0.8227951355	0.4294453261	0.804231358
923	0.8228175842	0.4294286593	0.8042860267
924	0.8228194114	0.4294242657	0.8042860267
925	0.8228258393	0.4294198241	0.8043406954
926	0.8228192157	0.4294183558	0.8042860267
927	0.8228971661	0.429401762	0.804231358
928	0.8230071093	0.4293324531	0.8043406954
929	0.8230076476	0.4293312374	0.8043406954
930	0.823065254	0.4293051299	0.8043953641
931	0.8231203642	0.4292751585	0.8043953641
932	0.823245855	0.4291916873	0.8043406954
933	0.8232581072	0.4291878328	0.8043953641
934	0.8232794138	0.4291511635	0.8044500328
935	0.8232915518	0.4291396029	0.8044500328
936	0.8232719255	0.4290942531	0.8045593702
937	0.8232765262	0.4290853945	0.8045593702
938	0.8232924654	0.4290762857	0.8046140389
939	0.8233523721	0.4290400795	0.8046140389
940	0.8234795759	0.428978549	0.8045047015
941	0.8236161279	0.4288782458	0.8045047015
942	0.8237132479	0.428814521	0.8044500328
943	0.8237955053	0.4287466849	0.8042860267
944	0.8238716449	0.4286992044	0.8044500328
945	0.8238734395	0.428691794	0.8044500328
946	0.8238773713	0.4286914733	0.8044500328
947	0.8239467567	0.428638399	0.8044500328
948	0.8239752743	0.4286099633	0.8045047015
949	0.8240824766	0.4285238324	0.8045593702
950	0.8241828105	0.4284528257	0.8046140389
951	0.8241763663	0.4284509329	0.8046140389
952	0.824303717	0.4283456863	0.8047233763
953	0.8243017429	0.4283449281	0.8047233763
954	0.8243198683	0.4283398427	0.8045593702
955	0.8243979819	0.4283012178	0.8045047015
956	0.8243834457	0.428298251	0.8043953641
957	0.8243923697	0.4282939269	0.8043406954
958	0.8244494377	0.4282476927	0.8044500328
959	0.8245127051	0.4282139545	0.8045047015
960	0.8245209766	0.4282129236	0.8045047015
961	0.8246059749	0.4281326877	0.804231358
962	0.824621131	0.4281203789	0.8043406954
963	0.8247327219	0.428057556	0.8043953641
964	0.8247974087	0.4280475633	0.8042860267
965	0.8248091714	0.428023298	0.8042860267
966	0.824824507	0.428015544	0.804231358
967	0.8248560755	0.4279776851	0.8042860267
968	0.8248456995	0.4279537141	0.8043406954
969	0.8248817545	0.4279345771	0.8042860267
970	0.8249796412	0.4278655939	0.8042860267
971	0.8251545811	0.4277441594	0.8042860267
972	0.8252204752	0.4276969756	0.8044500328
973	0.8252306554	0.4276806867	0.8045047015
974	0.8253333712	0.4276191262	0.8045047015
975	0.8254254826	0.427561509	0.8046687076
976	0.8255252292	0.4275025641	0.8046140389
977	0.8255558841	0.4274747844	0.8046687076
978	0.825689369	0.427345436	0.8048873825
979	0.8256953074	0.4273407294	0.8049420512
980	0.8256881128	0.4273317897	0.8049420512
981	0.8257618052	0.4272894101	0.8049420512
982	0.8257563398	0.4272878885	0.8049967199
983	0.8257653128	0.4272854467	0.8049967199
984	0.8258140114	0.4272657602	0.8048873825
985	0.8259084395	0.4271666175	0.8049420512
986	0.8259077217	0.4271587395	0.8049420512
987	0.8259382786	0.4271323307	0.8048873825
988	0.8260477976	0.427064515	0.8048873825
989	0.8261240513	0.4270081123	0.8049420512
990	0.8261801568	0.4269751066	0.8049967199
991	0.8261805972	0.4269694333	0.8049420512
992	0.8262756779	0.4268996747	0.8048873825
993	0.8263373302	0.4268621819	0.8050513886
994	0.8263829128	0.4268161684	0.8049967199
995	0.8265336584	0.426719087	0.8050513886
996	0.8266561636	0.4266472956	0.805160726
997	0.8266603728	0.4266376072	0.8051060573
998	0.8268290316	0.426498601	0.8052153947
999	0.8269106528	0.4264442027	0.8053794008
